,Employee Name,ID,Gender,Age,Married,Role,Salary,Position,Absences,Projects_Completed,Mean Monthly Hours,Years in the company,Joining_Year,Current_Employ_Rating,Moral,Stress & Burnout Score,Ongoing_Project_Count,Projects_Within_Deadline,Project_Start_Date,Project_Description,Project_Difficulty,Project_Deadline,Manager_ID,Completion_Time
406,Dan Alvarado,394,Male,42,Married,Backend Developer,"2,60,000",Senior,8,70,164,12,2009,8,Very High,1,2,45,19/10/2023,Design develop and implement optimized database queries to retrieve relevant data from large datasets,High,29/10/2023,4,9
407,Raman Sharma,395,Male,44,Married,Backend Developer,"3,30,000",Senior,7,72,151,17,2003,4,Moderate,1,3,49,20/7/2023,Develop a customer feedback capture system,High,15/8/2023,4,20
408,Neha Sharma,391,Female,25,Married,HR,"1,00,000",Junior,3,15,225,3,2020,8,Moderate,3,3,16,21/9/2023,Writing a detailed report about the benefits of adopting certain AI technologies for the company,Medium,29/9/2023,2,6
409,Nitin Agarwal,396,Male,35,Married,Backend Developer,"2,64,000",Senior,3,35,190,12,2009,8,High,1,5,28,13/4/2023,Develop a secure and dynamic user authentication system for optimized login customization,High,25/5/2023,4,37
410,Gaurav Jain,397,Male,33,Married,Backend Developer,"2,70,000",Senior,5,60,176,8,2014,7,High,4,3,55,3/11/2023,Develop a secure user registration and login system,High,10/11/2023,4,4
411,Omkar Jain,398,Male,53,Married,Backend Developer,"2,50,000",Senior,8,55,218,20,2001,7,High,2,2,49,30/8/2023,Create a comprehensive dashboard for displaying status of all running projects at a glance,High,10/9/2023,4,6
412,Neeraj Chandra,399,Male,40,Married,HR,"1,15,000",Senior,6,28,155,1,2018,8,Very High,5,3,20,22/7/2023,Facilitate regular team meetings and review sessions for better workplace productivity,Medium,7/8/2023,2,14
413,Ayush Ahuja,400,Male,43,Married,Backend Developer,"3,00,000",Senior,7,55,176,16,2004,8,High,1,4,42,25/10/2023,Develop a secure and robust system for handling user interactions and state changes,High,7/11/2023,4,11
414,Geetika Ahuja,401,Female,35,Married,Backend Developer,"2,50,000",Senior,8,65,197,15,2005,9,Very High,4,4,45,6/12/2023,Develop a robust payment structure to securely transport and store customer data,High,15/1/2024,4,43
415,Mihir Garg,402,Male,29,Married,Frontend Developer,"1,25,000",Junior,1,30,124,5,2018,7,High,3,2,21,8/10/2023,Design the user interface and user experience to ensure easy navigation and usability,Medium,14/11/2023,1,35
416,Priyanka Singh,403,Female,28,Married,Frontend Developer,"1,40,000",Senior,4,33,204,8,2015,7,High,2,4,25,17/10/2023,Develop a secure user registration and login system for the web application,High,1/11/2023,3,10
417,Mukul Jha,404,Male,38,Married,Backend Developer,3200000,Senior,8,76,196,16,2004,7,Very High,1,2,40,18/11/2023,Design a secure web application architecture for protection against external threats,High,25/12/2023,4,35
418,Sakshi Dwivedi,405,Female,37,Married,HR,"2,20,000",Senior,9,62,167,10,2011,10,High,1,5,11,24/8/2023,Create a HR database for tracking employee development and progress,Medium,14/9/2023,2,24
419,Manish Verma,406,Male,48,Married,Backend Developer,"3,25,000",Senior,2,54,191,15,2005,6,High,1,4,37,8/3/2024,Develop a secure user authentication system,Low,13/9/2024,4,184
420,Kritika Ahuja,407,Female,33,Married,Backend Developer,"2,60,000",Senior,2,32,134,15,2009,7,Very High,1,5,28,18/7/2023,Troubleshoot existing product issues and consult the development team on necessary fixes and improvements,High,15/7/2023,4,-1
421,Shweta Gandhi,408,Female,63,Married,HR,"1,90,000",Senior,8,24,220,20,1999,4,Moderate,4,6,15,30/7/2023,Demonstrate effective communication to inspire and motivate the team,Low,15/8/2023,2,11
422,Roma Sinha,409,Female,38,Married,HR,"1,30,000",Senior,2,19,210,10,2012,8,Moderate,2,3,25,5/7/2023,Coordinate with the development team for the latest technological updates and bug fixes,Medium,15/8/2023,2,39
423,Aamir Khan,410,Male,24,Bachelor,Frontend Developer,"1,15,000",Junior,2,23,161,4,2019,7,Moderate,3,4,20,22/11/2023,Create custom textures for 3D assistance,Low,29/11/2023,3,5
424,Lucas Verma,411,Male,32,Married,Backend Developer,"3,80,000",Senior,5,38,288,14,2006,5,High,1,3,68,17/10/2023,Design and integrate payment system into a website ensuring secure and safe online payments,High,24/12/2023,4,64
425,Priyanka Jain,412,Female,31,Married,HR,"1,20,000",Senior,1,16,250,10,2010,7,High,2,4,15,5/6/2023,Develop job descriptions to be included in job postings,Medium,10/6/2023,2,5
426,Hermann Singh,413,Male,44,Married,Backend Developer,"3,10,000",Senior,7,56,158,11,2009,7,High,2,1,48,21/10/2023,Design and develop a secure online marketplace,High,15/10/2022,4,368
427,Gaurav Verma,414,Male,56,Married,Backend Developer,"3,00,000",Senior,1,47,120,16,2005,7,High,2,4,60,8/1/2024,Implementing a secure user authentication and authorization system,High,1/3/2024,4,50
428,Zoya Sahil,415,Female,27,Married,Frontend Developer,"1,50,000",Senior,2,35,117,5,2017,9,High,2,0,16,8/10/2023,Design validations and UI features to ensure efficient data entry from system users,Medium,24/10/2023,1,17
429,Myra Roy,416,Female,33,Married,HR,"1,40,000",Senior,4,25,174,8,2014,7,Moderate,3,3,16,3/10/2023,Plan recruitment campaigns and other initiatives and processes that support the company's hiring needs,Medium,15/11/2023,2,45
430,Jeet Rai,417,Male,28,Married,Backend Developer,"2,25,000",Senior,2,49,211,8,2015,7,High,2,2,24,8/10/2023,Design and improve core features of a specific web framework,High,16/9/2023,3,20
431,Kartik Joshi,418,Male,23,Bachelor,HR,"60,000",Junior,2,24,205,1,2022,7,Moderate,5,1,14,1/9/2023,Design a performance assessment tool for evaluating employee performance,Medium,5/11/2022,2,305
432,Wajid Abdulfatah,419,Male,36,Married,Backend Developer,"3,00,000",Senior,4,68,181,14,2009,7,Very High,3,3,25,20/8/2023,Construct an AI-driven project management solution allowing for easy tracking of tasks and providing efficient workflow,Medium,25/8/2023,4,8
433,Shweta Yadav,420,Female,29,Married,HR,"1,20,000",Senior,5,23,212,10,2012,8,Moderate,1,2,15,10/10/2023,Designing a training program to equip the team with the necessary skills to maintain the operations.,Medium,19/10/2023,2,9
434,John Patterson,421,Male,39,Married,Backend Developer,"3,05,000",Senior,8,90,250,15,2005,8,Very High,2,4,42,7/7/2023,Design and implement secure API protocols for connecting between different web applications,High,31/7/2023,4,19
435,Johnathon Smith,422,Male,52,Married,Backend Developer,"6,00,000",Senior,3,66,228,20,1999,4,Very High,1,2,57,9/7/2023,Create a system for logging user requests and connecting them to the respective departments,High,25/7/2023,4,14
436,Chloe Brown,423,Female,57,Married,Backend Developer,"3,50,000",Senior,9,57,117,17,1987,7,High,2,5,23,21/9/2023,Design highly secure payment gateway architecture for automated digital transactions,High,30/9/2023,4,7
437,Mihir Shah,424,Male,38,Married,Backend Developer,"2,20,000",Senior,6,70,192,14,2009,8,High,2,3,44,23/5/2023,Create APIs for a Microservices based architecture,High,15/5/2024,4,356
438,Mahek Gupta,425,Female,40,Married,Frontend Developer,"1,60,000",Senior,8,30,132,11,2009,5,Low,4,2,18,20/7/2023,Improve the performance of website and reduce loading time by optimizing images and scripts,Medium,5/8/2023,1,18
439,Vikash Yadav,426,Male,40,Married,Backend Developer,"2,50,000",Senior,3,51,201,18,2005,7,Moderate,3,4,43,10/10/2023,Develop a secure payment processing system for customers,High,15/10/2023,4,2
440,Ritika Gupta,427,Female,27,Married,Backend Developer,"2,30,000",Senior,1,104,152,4,2019,10,Very High,2,4,27,11/10/2023,Design and implement algorithms for data extraction from multiple sources,High,19/11/2023,4,33
441,Aakash Mehta,428,Male,59,Married,Backend Developer,"3,90,000",Senior,7,59,135,20,2000,7,High,4,4,34,5/9/2023,Create a secure server infrastructure to prevent malicious cyber-attacks,High,20/9/2023,4,11
442,Navya Patel,429,Female,24,Bachelor,HR,"1,10,000",Junior,0,9,227,2,2021,9,Moderate,3,5,18,26/5/2023,Develop strategies and plans for team training and promoting continued learning and development,Medium,1/6/2023,2,6
443,Bhavya Kapoor,430,Female,34,Married,Frontend Developer,"1,63,000",Senior,3,20,176,5,2018,7,High,3,4,31,8/7/2023,Develop a system for automated and secure customer logins,Medium,15/7/2023,1,7
444,Ankit Verma,431,Male,35,Married,Backend Developer,"2,25,000",Senior,5,55,172,10,2011,8,High,2,4,42,4/9/2023,Develop secure payment gateway integration,Medium,15/11/2023,4,72
445,Vibha Kapoor,432,Female,45,Married,Frontend Developer,"1,60,000",Senior,3,40,149,12,2009,9,Very High,2,2,20,12/10/2023,Design the user interface and user experience to ensure easy navigation and usage,Medium,27/10/2023,1,18
446,Atharva Mehra,433,Male,40,Married,Backend Developer,"2,60,000",Senior,3,56,167,15,2005,9,Very High,1,4,60,9/7/2023,Design database architecture for secure user authentication,High,14/8/2023,5,34
447,Sujata Basu,434,Female,32,Married,Frontend Developer,"77,000",Senior,1,41,210,12,2009,7,High,1,4,33,10/10/2023,Design UI mockups for the mobile web application to ensure the features and functionalities are as per requirement,Low,15/10/2023,1,4
448,Nevaeh Singh,435,Female,35,Married,HR,"1,70,000",Senior,10,59,227,16,2004,7,High,4,4,9,5/7/2023,Develop company policies and promote risk management activities,High,10/8/2023,2,34
449,Sumit Agrawal,436,Male,46,Married,Backend Developer,"4,20,000",Senior,10,94,178,12,2001,7,High,3,2,40,28/11/2023,Design a system for monitoring and analyzing user behavior and collecting data insights to optimize user experience,Medium,5/12/2023,4,6
450,Anjali Verma,437,Female,35,Married,HR,"1,50,000",Senior,7,12,187,15,2005,7,Low,2,3,6,5/10/2023,Train and orient newly hired HR personnel to efficiently administer the organization's policies and procedures,Low,3/11/2023,2,23
451,Sonali Khan,438,Female,45,Married,HR,"2,25,000",Senior,2,33,247,20,2000,6,Moderate,4,3,16,22/7/2023,Design and implement a communication strategy that meets the need of the organization,Medium,15/8/2023,2,23
452,Nina Shah,439,Female,32,Married,HR,"2,30,000",Senior,6,63,288,12,2012,8,High,4,2,16,29/8/2023,Regularly review the performance of the HR team to ensure objectives are met,Medium,5/9/2023,2,10
453,Rahul Shah,440,Male,61,Married,Backend Developer,"4,50,000",Senior,3,65,230,24,1996,8,Very High,2,1,75,22/10/2023,Develop a highly secure authentication system for mission-critical user interactions,High,18/11/2023,4,24
454,Hari Patel,441,Male,42,Married,Frontend Developer,"1,30,000",Senior,6,36,196,15,2008,7,High,4,2,19,5/6/2023,Design a cloud-based application for remote collaboration among enterprise teams,High,15/9/2023,5,99
455,Ashmita Ghosh,442,Female,59,Married,HR,"2,00,000",Senior,8,57,254,15,1999,3,Low,4,5,8,4/5/2023,Develop a comprehensive reporting system summarizing employee performance metrics,Medium,16/8/2023,2,103
456,Karan Mehra,443,Male,27,Bachelor,Frontend Developer,"1,50,000",Senior,7,19,230,2,2021,8,High,2,1,25,17/9/2023,Design interactive landing page for promotional campaigns,Medium,11/10/2023,1,22
457,Shriya Gupta,444,Female,28,Married,Frontend Developer,"1,60,000",Senior,4,33,122,5,2016,9,Very High,3,2,20,25/7/2023,Design a website to streamline customer queries and transactions,High,15/8/2023,1,17
458,Rahul Gupta,445,Male,35,Married,Frontend Developer,"1,60,000",Senior,5,31,126,9,2011,6,High,1,1,21,8/10/2023,Develop an automated system to manage employee records,Medium,2/10/2023,1,10
459,Nikita Chopra,446,Female,27,Married,HR,"1,20,000",Senior,5,38,236,11,2011,9,High,4,3,22,5/11/2023,Develop strategies for attracting managing and retaining staff,Medium,20/11/2023,2,15
460,Jacob Wilson,447,Male,35,Married,Frontend Developer,"1,50,000",Senior,4,27,175,8,2014,8,High,2,2,25,19/7/2023,Create a custom dashboard interface for users to monitor their account and usage data,Medium,2/8/2023,1,16
461,Manoj Bajaj,448,Male,39,Married,Frontend Developer,"1,45,000",Senior,4,32,151,10,2011,7,High,2,2,24,14/10/2023,Implement a system for real-time user feedback assessment,Medium,21/10/2023,2,6
462,Uma Srivastva,449,Female,32,Married,HR,"1,35,000",Senior,3,15,231,6,2016,8,High,2,2,22,20/9/2023,Coordinating onsite training activities for tool rollout,Medium,6/10/2023,2,15
463,Neha Gupta,106,Female,45,Married,HR,"2,30,000",Senior,7,89,202,17,1997,6,High,1,5,18,4/4/2023,Creating human resource policies and procedures for the company,Medium,15/6/2023,2,70
464,Sonia Gupta,450,Female,25,Married,HR,"1,25,000",Senior,3,25,196,5,2019,9,High,2,2,10,25/6/2023,Orient new employees in the organization by providing detailed information and training,Medium,2/7/2023,2,10
465,Neha Gupta,106,Female,32,Married,HR,"2,50,000",Senior,8,22,284,7,2015,9,High,2,3,17,8/2/2023,Manage and plan the recruitment process ensuring strong employees enter the company,Medium,17/3/2023,2,40
466,Feroz Alam,451,Male,33,Married,Backend Developer,"2,30,000",Senior,3,28,195,8,2013,9,Very High,3,4,40,19/12/2023,Design and implement a data analysis pipeline by optimizing the performance of statistical algorithms,High,7/1/2024,4,19
467,Neeti Singh,452,Female,40,Married,HR,"1,52,000",Senior,7,75,195,16,2008,8,High,3,3,10,28/10/2023,Assist in the recruitment process by interviewing prospects and evaluating talents,Medium,15/11/2023,2,17
468,Manik Kapoor,453,Male,33,Married,Backend Developer,"2,80,000",Senior,5,55,144,11,2009,7,High,1,3,56,11/10/2023,Design a secure user registration and login system with additional authentication features such as fingerprint and FaceID,High,17/12/2023,4,62
469,Jack Thomas,454,Male,40,Married,Backend Developer,"3,00,000",Senior,7,60,228,14,2009,6,Very High,2,2,48,5/7/2023,Design a secure payments system for the website with firewalls and encryption,High,25/8/2023,4,47
470,Vivek Singh,455,Male,33,Married,Frontend Developer,"1,30,000",Senior,3,27,137,7,2019,8,High,3,3,21,21/12/2023,Create a library of user interface elements to ease the development of UI designs,Medium,10/1/2024,1,23
471,Viraj Thakur,456,Male,31,Married,Backend Developer,"2,25,000",Senior,5,29,209,11,2009,10,Very High,1,3,60,5/12/2023,Develop efficient algorithms for web-application-based decision-making processes,High,28/2/2024,4,87
472,Neel Chauhan,457,Male,33,Married,Frontend Developer,"1,57,000",Senior,6,31,162,10,2013,7,High,2,3,15,6/10/2023,Develop responsive UX architecture to optimize page load times and reduce resource consumption,Medium,20/10/2023,3,17
473,Nikhil Sharma,458,Male,38,Married,Backend Developer,"3,50,000",Senior,6,53,165,9,2011,6,High,1,3,59,25/5/2023,Develop an efficient prediction model for customers using latest AI technologies,High,10/6/2023,4,11
474,Roshani Parikh,459,Female,55,Married,R&D,"1,75,000",Senior,4,56,206,7,2015,8,High,2,3,9,13/3/2023,Research new AI technologies that could be beneficial to production process,High,20/5/2023,5,64
475,Aditya Prasad,460,Male,30,Married,Frontend Developer,"1,90,000",Senior,1,18,164,8,2013,7,Moderate,4,4,16,20/9/2023,Design the user interface and user experience to ensure easy navigation and usage,Medium,15/10/2023,1,23
476,Kiran Bhatia,461,Female,58,Married,HR,"3,00,000",Senior,8,0,261,15,2005,8,Moderate,2,1,20,2/3/2024,Leading team projects track project progress and coordinating with different recruitment teams,Low,25/4/2024,2,52
477,Patrick Miller,462,Male,33,Married,Backend Developer,"2,00,000",Senior,10,50,210,9,2013,7,High,1,2,40,27/5/2023,Build and maintain an scalable web-crawling system,High,20/7/2023,4,51
478,Neelam Arora,463,Female,43,Married,HR,"1,70,000",Senior,8,52,299,19,2001,7,High,2,5,11,22/9/2023,Developing recruitment processes and strategies for the organization to attract the right talent,Medium,15/10/2023,2,24
479,Kanika Sharma,464,Female,43,Married,HR,"1,90,000",Senior,8,50,223,14,2009,5,Low,2,3,16,25/12/2023,Compiling team reports and presenting them to upper management,Low,4/1/2024,2,10
480,Sharmila Singh,465,Female,42,Married,HR,"1,90,000",Senior,6,60,306,16,2006,8,High,5,4,23,3/9/2023,Devise a system for tracking and compensating overtime hours,High,13/9/2023,2,5
481,Iqra Rahman,466,Female,22,Bachelor,HR,"88,000",Junior,3,8,166,1,2023,7,Moderate,2,1,6,18/7/2023,Assist with preparations for company events,Low,26/9/2023,2,64
482,Robyn Srivastava,467,Female,44,Married,HR,"1,75,000",Senior,8,44,121,17,2002,7,Moderate,3,4,4,02/07/2022,Schedule meetings and other events as needed,Low,01/07/2023,2,361
483,Gulshan Raj,468,Male,54,Married,Backend Developer,"4,30,000",Senior,8,75,151,19,2001,6,Very High,4,2,40,25/7/2023,Design and develop an effective system for boosting back end speed,High,05/10/2023,4,69
484,Reena Agarwal,469,Female,33,Married,HR,"1,60,000",Senior,4,20,188,4,2021,9,High,3,3,8,27/9/2023,Coordinating recruitment efforts to hire potential candidates,Medium,30/10/2023,2,34
485,Nandini Sinha,470,Female,45,Married,HR,"2,00,000",Senior,9,121,137,16,2002,6,Low,4,2,14,5/7/2023,Scheduling meetings and events for the entire organisation,Medium,7/8/2023,2,30
486,John Brown,471,Male,57,Married,Backend Developer,"2,45,000",Senior,2,67,203,19,2001,5,High,1,2,59,9/5/2023,Design and implement database structure for storing and retrieving user data,Medium,1/6/2023,4,25
487,Neha Madaan,472,Female,30,Married,HR,"1,20,000",Senior,8,20,251,5,2019,7,Moderate,3,2,10,15/11/2023,Scheduling and maintaining staff record information and making sure employees adhere to company policies,High,25/11/2023,2,5
488,Tanvi Raj,473,Female,31,Married,HR,"1,80,000",Senior,8,32,175,10,2015,7,Very High,3,2,12,2/9/2023,Develop employee hiring and recruitment strategy for the organization,Medium,12/11/2023,2,71
489,Neha Sharma,391,Female,29,Married,HR,"2,00,000",Senior,4,24,260,5,2019,7,Moderate,4,0,15,21/8/2023,Organize company events and meetings for boosting the team morale,Low,28/8/2023,2,3
490,Yash Gupta,474,Male,47,Married,Backend Developer,"3,00,000",Senior,10,51,247,17,2003,5,High,1,2,25,8/6/2023,Design and implement efficient distributed system architecture for cloud computing,High,14/9/2023,4,91
491,Ritika Sinha,475,Female,28,Married,HR,"1,35,000",Senior,4,16,218,6,2016,8,Moderate,3,3,18,28/2/2023,Design and implement customized company-wide employee appraisal frameworks,High,01/03/2023,2,-2
492,Stephanie Jones,476,Female,29,Married,Backend Developer,"2,25,000",Senior,4,52,183,10,2012,7,High,2,1,48,14/6/2023,Create a secure user authentication system,Medium,21/9/2023,4,99
493,Anjali Shah,477,Female,65,Married,HR,"1,00,000",Senior,7,33,272,14,2008,7,Moderate,2,2,18,15/10/2023,Strategize and establish effective engagement programs for retaining and rewarding the best talent,Medium,20/11/2023,2,37
494,Neha Bajaj,478,Female,42,Married,HR,"1,50,000",Senior,5,39,130,15,2007,9,High,2,4,15,7/12/2023,Conduct research and recommend suitable IT products to meet company needs and requirements,Medium,15/1/2024,2,43
495,Shikhar Gupta,479,Male,42,Married,Frontend Developer,"1,25,000",Senior,2,30,173,8,2015,7,Low,4,1,20,15/11/2023,Enhance overall website performance and usability features,Medium,25/11/2023,1,10
496,Himanshu Gupta,480,Male,57,Married,Backend Developer,"2,90,000",Senior,8,51,281,24,1996,7,High,4,4,18,2/10/2023,Develop a customer-centric responsive web application,High,13/11/2023,4,36
497,Arjun Jain,481,Male,45,Married,Backend Developer,"2,75,000",Senior,8,70,182,13,2007,9,Very High,5,3,30,19/10/2023,Create and update database scripts to automate various processes,High,12/12/2023,4,52
498,Anjali Sharma,482,Female,34,Married,Frontend Developer,"1,50,000",Senior,8,48,253,8,2013,7,High,2,3,25,18/11/2023,Design and develop a website prototype that translates the visual design into a responsive UI,High,24/12/2023,1,35
499,Rafay Khan,483,Male,35,Married,Backend Developer,"2,45,000",Senior,5,55,222,7,2017,9,High,2,4,47,5/7/2023,Develop automated solutions to detect and prevent malicious activities,High,15/8/2023,4,39
500,Neel Pandey,484,Male,37,Married,Backend Developer,"2,80,000",Senior,5,55,216,10,2012,6,Moderate,3,3,33,25/4/2023,Design a secure authentication system for verifying user identities,High,1/7/2023,4,61
501,Riya Patel,485,Female,29,Married,HR,"1,75,000",Senior,7,60,269,7,2015,6,High,4,4,16,5/12/2023,Make and implement recruiting strategies to provide a continuous flow of qualified candidates,Medium,12/1/2024,2,41
502,Rahul Mehta,486,Male,59,Married,Backend Developer,"3,50,000",Senior,7,68,178,19,2001,5,High,1,1,40,20/10/2023,Design an algorithm for automatically redirecting visitors based on their location,High,15/11/2022,4,336
503,Sanjana Sharma,487,Female,55,Married,HR,"2,50,000",Senior,9,89,254,13,1998,6,High,2,4,15,27/9/2023,Provide advice and guidance on personnel related issues such as recruitment compensation benefits and grievances,Medium,13/10/2023,2,16
504,Rani Agarwal,488,Female,34,Married,HR,"1,10,000",Senior,5,38,215,8,2015,10,Very High,3,4,25,18/2/2024,Monitor performance of development teams and recommend areas of improvement to maximize efficiency and output,Medium,20/4/2024,2,65
505,Jeet Singh,489,Male,25,Bachelor,Backend Developer,"1,70,000",Junior,5,16,148,4,2019,8,High,4,4,19,1/10/2023,Design and analyze the data retrieval architecture to store and analyze user behavior for targeted insights,High,15/9/2023,4,12
506,Neha Jain,274,Female,44,Married,HR,"1,30,000",Senior,2,35,232,12,2005,7,High,1,3,18,22/3/2023,Recruiting and interviewing potential candidates for new team positions,Low,28/3/2023,2,5
507,Carlos Rodriguez,490,Male,42,Married,Backend Developer,"3,25,000",Senior,7,55,152,18,2002,3,Very High,4,3,40,14/9/2023,Develop the architecture of a system for retrieving and storing user data,High,30/10/2023,5,45
508,Kamal Shah,491,Male,58,Married,HR,"1,20,000",Senior,7,22,174,15,2005,6,Moderate,2,4,25,21/7/2023,Design and create training and development programs for employees,Medium,25/7/2023,2,5
509,Nidhi Verma,492,Female,40,Married,Backend Developer,"3,00,000",Senior,2,56,254,15,2005,10,Very High,4,6,60,6/10/2023,Construct the application architecture and build the necessary components with modern secure coding practices,High,20/12/2023,4,71
510,Sanjana Rai,493,Female,58,Married,HR,"1,20,000",Senior,6,56,304,22,1998,5,Moderate,3,1,26,8/7/2023,Assist in the recruitment process and coordinate interviews,Medium,15/7/2023,2,9
511,Lavanya Gupta,494,Female,36,Married,Backend Developer,"2,80,000",Senior,7,55,132,15,2005,9,Very High,2,4,40,30/8/2023,Develop an AI-driven system to recognize customer preferences and automate product suggestions,High,30/9/2023,4,27
512,Amrita Sengupta,495,Female,35,Married,R&D,"1,70,000",Senior,8,51,292,10,2012,6,Moderate,3,5,28,10/7/2023,Research the potential for integrating blockchain technology with current inventory management systems,High,30/9/2023,1,78
513,Utkarsh Verma,496,Male,24,Bachelor,Backend Developer,"2,00,000",Senior,3,61,167,5,2019,5,High,1,2,25,5/6/2023,Design distributed software to be used for updating machine learning models,High,13/10/2023,4,126
514,Devika Verma,497,Female,25,Married,HR,"1,20,000",Senior,3,24,201,4,2019,7,High,1,5,15,15/8/2023,Design a comprehensive employee training program,Medium,14/10/2023,2,62
515,Avinash Dutt,498,Male,45,Married,Backend Developer,"3,75,000",Senior,4,73,240,20,2001,7,High,3,3,40,21/11/2023,Design and create a custom portfolio tracking system for the company,Medium,25/11/2023,4,7
516,Ishani Anand,499,Female,30,Married,HR,"1,50,000",Senior,3,23,210,7,2016,8,High,5,2,14,28/7/2023,Coordinating training sessions for the development team regarding the latest AI technologies and web development practices,Medium,20/7/2023,2,10
517,Neha Pradeep,500,Female,22,Bachelor,Frontend Developer,"1,20,000",Junior,1,10,100,2,2022,7,Moderate,4,2,8,5/10/2023,Create user friendly web design to ensure easy navigation for customers,Low,8/10/2023,1,1
518,Simran Joshi,501,Female,34,Married,HR,"1,35,000",Senior,1,24,221,6,2015,9,High,1,2,19,14/7/2023,Developing employee show case and inter-department communication channels,Medium,30/8/2023,2,48
519,Kartik Kharbanda,502,Male,37,Married,Backend Developer,"3,50,000",Senior,5,57,204,12,2007,9,High,3,4,49,20/12/2023,Develop API for fetching user activity and integrating with external systems,High,8/1/2024,4,22
520,Durgesh Das,503,Male,43,Married,HR,"2,00,000",Senior,3,24,259,10,2011,7,High,4,3,22,8/6/2023,Develop and distribute staff guidelines for work-related project management procedures,Medium,16/7/2023,2,36
521,Manoj Gupta,504,Male,40,Married,Backend Developer,"3,20,000",Senior,6,59,288,17,2003,5,Moderate,1,0,19,22/8/2023,Develop a secure user registration and login system with third-party integrations,High,18/9/2023,3,24
522,Nidhi Reddy,505,Female,55,Married,Backend Developer,"2,50,000",Senior,8,50,256,30,1988,4,Low,3,1,45,9/7/2023,Design an E-commerce website to facilitate users with an intuitive and easy to use interface,High,30/10/2023,4,106
523,Amit Kumar,506,Male,43,Married,Backend Developer,"3,50,000",Senior,2,55,216,18,2008,3,Very Low,3,4,1,2/7/2023,Design and implement a robust e-commerce system for scaling product sales,High,1/8/2023,4,28
524,Monik Gupta,507,Female,55,Married,HR,"1,60,000",Senior,6,53,210,22,1998,4,High,2,2,30,6/1/2024,Interview and select candidates for vacant positions ensuring they fit the job description,Low,13/1/2024,2,2
525,Amrita Mathur,508,Female,45,Married,HR,"1,70,000",Senior,8,16,281,15,2005,10,High,3,2,13,6/12/2023,Develop and maintain employee records,Medium,16/1/2024,2,45
526,Deepika Jain,509,Female,33,Married,HR,"180,000",Senior,6,32,278,11,2011,8,Moderate,4,2,10,17/6/2023,Organizing seminars and lectures to update the workforce on the latest regulations and laws,Low,27/7/2023,2,36
527,Shubham Gupta,510,Male,30,Married,Backend Developer,"2,30,000",Senior,0,48,219,8,2015,9,High,1,1,42,14/11/2023,Implement the database logic while ensuring high performance and scalability,High,26/11/2023,4,7
528,Amanjeet Yadav,511,Male,57,Married,Backend Developer,"3,50,000",Senior,8,59,281,20,1998,8,High,2,6,73,4/2/2023,Develop a complex web application with advanced artificial intelligence features,High,21/4/2023,4,72
529,Jatin Shukla,512,Male,43,Married,Backend Developer,"2,50,000",Senior,2,54,187,15,2006,8,Very High,3,3,30,8/6/2023,Design a secure user registration and authentication system for websites,High,18/9/2023,4,96
530,Neema Joshi,513,Female,34,Married,HR,"1,40,000",Senior,3,52,162,6,2016,7,High,4,2,14,18/7/2023,Designing and managing employee onboarding and employee performance management systems,Low,25/7/2023,2,6
531,Geetika Sharma,70,Female,34,Married,HR,"1,25,000",Senior,4,20,241,8,2016,9,High,1,4,8,10/11/2023,Create educational initiatives to assist in employee growth & development,Medium,21/11/2023,2,14
532,Neha Mehra,514,Female,27,Married,HR,"1,20,000",Senior,4,18,250,4,2022,9,Moderate,3,3,15,15/9/2023,Arranging workshops for new employees and providing guidance on job responsibilities,Medium,2/11/2022,2,318
533,Vinay Shukla,515,Male,34,Married,Backend Developer,"2,50,000",Senior,2,49,172,10,2017,9,High,2,2,40,22/11/2023,Create and optimize automated website testing pipelines to monitor for system performance issues,High,2/12/2022,4,352
534,Ali Hassan,516,Male,43,Married,HR,"1,80,000",Senior,6,66,203,19,2007,7,High,4,4,15,21/9/2023,Create monthly reports for HR department highlighting key performance metrics,Medium,10/10/2022,2,345
535,Suraj Singh,517,Male,32,Married,Backend Developer,"3,25,000",Senior,2,47,178,8,2016,9,High,1,1,45,6/10/2023,Develop an AI-assisted data entry system for extracting details from bank transfer slips,High,18/10/2023,4,8
536,Kunjal Modi,518,Male,62,Married,Backend Developer,"3,00,000",Senior,3,58,145,18,2003,10,Very High,2,9,68,24/7/2023,Develop a client-side rendering application to improve the user experience and speed,Medium,15/10/2023,4,84
